Time (CET),Team 1,Team 2,Score,date,link,season
12:00 AM,Olympiacos,OFI Iraklio,87 - 65,"Saturday, November 30, 2002",https://www.proballers.com/basketball/game/11019/olympiacos-ofi-iraklio-2002-11-30,2002
12:00 AM,AEK Athens,Iraklis,63 - 62,"Saturday, November 30, 2002",https://www.proballers.com/basketball/game/11015/aek-athens-iraklis-2002-11-30,2002
12:00 AM,Ionikos Lamias,Near-East,70 - 91,"Saturday, November 30, 2002",https://www.proballers.com/basketball/game/11013/ionikos-lamias-near-east-2002-11-30,2002
12:00 AM,Olympia Larissa,Peristeri,75 - 68,"Saturday, November 30, 2002",https://www.proballers.com/basketball/game/11021/olympia-larissa-peristeri-2002-11-30,2002
12:00 AM,Panionios,Olympiacos,78 - 91,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11031/panionios-olympiacos-2002-12-07,2002
12:00 AM,Peristeri,OFI Iraklio,91 - 81,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11035/peristeri-ofi-iraklio-2002-12-07,2002
12:00 AM,PAOK,Olympia Larissa,89 - 82,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11033/paok-olympia-larissa-2002-12-07,2002
12:00 AM,Marousi,Aris BC,78 - 93,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11023/marousi-aris-bc-2002-12-07,2002
12:00 AM,Makedonikos,AEK Athens,64 - 80,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11029/makedonikos-aek-athens-2002-12-07,2002
12:00 AM,Iraklis,Ionikos Lamias,90 - 94,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11027/iraklis-ionikos-lamias-2002-12-07,2002
12:00 AM,Near-East,Panathinaikos,67 - 88,"Saturday, December 7, 2002",https://www.proballers.com/basketball/game/11025/near-east-panathinaikos-2002-12-07,2002
12:00 AM,Aris BC,Near-East,76 - 66,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11037/aris-bc-near-east-2002-12-14,2002
12:00 AM,OFI Iraklio,PAOK,78 - 81,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11049/ofi-iraklio-paok-2002-12-14,2002
12:00 AM,Panathinaikos,Iraklis,57 - 52,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11039/panathinaikos-iraklis-2002-12-14,2002
12:00 AM,Olympiacos,Peristeri,87 - 67,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11045/olympiacos-peristeri-2002-12-14,2002
12:00 AM,AEK Athens,Panionios,93 - 80,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11043/aek-athens-panionios-2002-12-14,2002
12:00 AM,Ionikos Lamias,Makedonikos,95 - 85,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11041/ionikos-lamias-makedonikos-2002-12-14,2002
12:00 AM,Olympia Larissa,Marousi,59 - 62,"Saturday, December 14, 2002",https://www.proballers.com/basketball/game/11047/olympia-larissa-marousi-2002-12-14,2002
12:00 AM,Panionios,Ionikos Lamias,87 - 82,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11055/panionios-ionikos-lamias-2002-12-21,2002
12:00 AM,PAOK,Peristeri,86 - 76,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11063/paok-peristeri-2002-12-21,2002
12:00 AM,Marousi,OFI Iraklio,76 - 58,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11061/marousi-ofi-iraklio-2002-12-21,2002
12:00 AM,AEK Athens,Olympiacos,66 - 71,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11057/aek-athens-olympiacos-2002-12-21,2002
12:00 AM,Makedonikos,Panathinaikos,72 - 76,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11053/makedonikos-panathinaikos-2002-12-21,2002
12:00 AM,Iraklis,Aris BC,75 - 77,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11051/iraklis-aris-bc-2002-12-21,2002
12:00 AM,Near-East,Olympia Larissa,84 - 80,"Saturday, December 21, 2002",https://www.proballers.com/basketball/game/11059/near-east-olympia-larissa-2002-12-21,2002
12:00 AM,Aris BC,Makedonikos,77 - 76,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11073/aris-bc-makedonikos-2003-01-04,2002
12:00 AM,OFI Iraklio,Near-East,88 - 75,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11083/ofi-iraklio-near-east-2003-01-04,2002
12:00 AM,Panathinaikos,Panionios,106 - 78,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11075/panathinaikos-panionios-2003-01-04,2002
12:00 AM,Peristeri,Marousi,90 - 76,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11085/peristeri-marousi-2003-01-04,2002
12:00 AM,Olympiacos,PAOK,94 - 70,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11079/olympiacos-paok-2003-01-04,2002
12:00 AM,Ionikos Lamias,AEK Athens,76 - 85,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11077/ionikos-lamias-aek-athens-2003-01-04,2002
12:00 AM,Olympia Larissa,Iraklis,80 - 62,"Saturday, January 4, 2003",https://www.proballers.com/basketball/game/11081/olympia-larissa-iraklis-2003-01-04,2002
12:00 AM,Panionios,Aris BC,98 - 82,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11087/panionios-aris-bc-2003-01-11,2002
12:00 AM,Marousi,PAOK,83 - 81,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11099/marousi-paok-2003-01-11,2002
12:00 AM,AEK Athens,Panathinaikos,63 - 41,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11089/aek-athens-panathinaikos-2003-01-11,2002
12:00 AM,Makedonikos,Olympia Larissa,87 - 76,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11093/makedonikos-olympia-larissa-2003-01-11,2002
12:00 AM,Iraklis,OFI Iraklio,96 - 73,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11095/iraklis-ofi-iraklio-2003-01-11,2002
12:00 AM,Near-East,Peristeri,69 - 67,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11097/near-east-peristeri-2003-01-11,2002
12:00 AM,Ionikos Lamias,Olympiacos,73 - 79,"Saturday, January 11, 2003",https://www.proballers.com/basketball/game/11091/ionikos-lamias-olympiacos-2003-01-11,2002
12:00 AM,Aris BC,AEK Athens,69 - 63,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11101/aris-bc-aek-athens-2003-01-18,2002
12:00 AM,OFI Iraklio,Makedonikos,103 - 101,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11109/ofi-iraklio-makedonikos-2003-01-18,2002
12:00 AM,Panathinaikos,Ionikos Lamias,92 - 82,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11103/panathinaikos-ionikos-lamias-2003-01-18,2002
12:00 AM,Peristeri,Iraklis,73 - 75,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11111/peristeri-iraklis-2003-01-18,2002
12:00 AM,PAOK,Near-East,101 - 69,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11113/paok-near-east-2003-01-18,2002
12:00 AM,Olympiacos,Marousi,85 - 81,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11105/olympiacos-marousi-2003-01-18,2002
12:00 AM,Olympia Larissa,Panionios,68 - 59,"Saturday, January 18, 2003",https://www.proballers.com/basketball/game/11107/olympia-larissa-panionios-2003-01-18,2002
12:00 AM,Panionios,OFI Iraklio,95 - 82,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11121/panionios-ofi-iraklio-2003-02-01,2002
12:00 AM,Panathinaikos,Olympiacos,85 - 76,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11117/panathinaikos-olympiacos-2003-02-01,2002
12:00 AM,AEK Athens,Olympia Larissa,105 - 67,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11119/aek-athens-olympia-larissa-2003-02-01,2002
12:00 AM,Makedonikos,Peristeri,77 - 69,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11123/makedonikos-peristeri-2003-02-01,2002
12:00 AM,Iraklis,PAOK,81 - 76,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11125/iraklis-paok-2003-02-01,2002
12:00 AM,Near-East,Marousi,74 - 92,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11127/near-east-marousi-2003-02-01,2002
12:00 AM,Ionikos Lamias,Aris BC,85 - 101,"Saturday, February 1, 2003",https://www.proballers.com/basketball/game/11115/ionikos-lamias-aris-bc-2003-02-01,2002
12:00 AM,Aris BC,Panathinaikos,75 - 77,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11129/aris-bc-panathinaikos-2003-02-08,2002
12:00 AM,OFI Iraklio,AEK Athens,73 - 89,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11135/ofi-iraklio-aek-athens-2003-02-08,2002
12:00 AM,Peristeri,Panionios,88 - 61,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11137/peristeri-panionios-2003-02-08,2002
12:00 AM,PAOK,Makedonikos,92 - 82,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11139/paok-makedonikos-2003-02-08,2002
12:00 AM,Olympiacos,Near-East,105 - 80,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11131/olympiacos-near-east-2003-02-08,2002
12:00 AM,Marousi,Iraklis,77 - 74,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11141/marousi-iraklis-2003-02-08,2002
12:00 AM,Olympia Larissa,Ionikos Lamias,80 - 81,"Saturday, February 8, 2003",https://www.proballers.com/basketball/game/11133/olympia-larissa-ionikos-lamias-2003-02-08,2002
12:00 AM,OFI Iraklio,Ionikos Lamias,81 - 80,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10958/ofi-iraklio-ionikos-lamias-2003-02-15,2002
12:00 AM,Peristeri,AEK Athens,59 - 56,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10960/peristeri-aek-athens-2003-02-15,2002
12:00 AM,PAOK,Panionios,74 - 75,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10962/paok-panionios-2003-02-15,2002
12:00 AM,Olympiacos,Aris BC,84 - 72,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10954/olympiacos-aris-bc-2003-02-15,2002
12:00 AM,Marousi,Makedonikos,61 - 58,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10964/marousi-makedonikos-2003-02-15,2002
12:00 AM,Near-East,Iraklis,75 - 82,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10966/near-east-iraklis-2003-02-15,2002
12:00 AM,Olympia Larissa,Panathinaikos,63 - 78,"Saturday, February 15, 2003",https://www.proballers.com/basketball/game/10956/olympia-larissa-panathinaikos-2003-02-15,2002
12:00 AM,Aris BC,Olympia Larissa,108 - 89,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10968/aris-bc-olympia-larissa-2003-02-22,2002
12:00 AM,Panionios,Marousi,104 - 79,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10976/panionios-marousi-2003-02-22,2002
12:00 AM,Panathinaikos,OFI Iraklio,89 - 67,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10970/panathinaikos-ofi-iraklio-2003-02-22,2002
12:00 AM,AEK Athens,PAOK,65 - 66,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10974/aek-athens-paok-2003-02-22,2002
12:00 AM,Makedonikos,Near-East,89 - 69,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10978/makedonikos-near-east-2003-02-22,2002
12:00 AM,Iraklis,Olympiacos,78 - 82,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10980/iraklis-olympiacos-2003-02-22,2002
12:00 AM,Ionikos Lamias,Peristeri,83 - 86,"Saturday, February 22, 2003",https://www.proballers.com/basketball/game/10972/ionikos-lamias-peristeri-2003-02-22,2002
12:00 AM,OFI Iraklio,Aris BC,88 - 87,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10982/ofi-iraklio-aris-bc-2003-03-01,2002
12:00 AM,Peristeri,Panathinaikos,70 - 57,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10984/peristeri-panathinaikos-2003-03-01,2002
12:00 AM,PAOK,Ionikos Lamias,84 - 77,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10986/paok-ionikos-lamias-2003-03-01,2002
12:00 AM,Marousi,AEK Athens,67 - 69,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10988/marousi-aek-athens-2003-03-01,2002
12:00 AM,Iraklis,Makedonikos,89 - 77,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10992/iraklis-makedonikos-2003-03-01,2002
12:00 AM,Near-East,Panionios,83 - 69,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10990/near-east-panionios-2003-03-01,2002
12:00 AM,Olympia Larissa,Olympiacos,104 - 105,"Saturday, March 1, 2003",https://www.proballers.com/basketball/game/10994/olympia-larissa-olympiacos-2003-03-01,2002
12:00 AM,Aris BC,Peristeri,84 - 76,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/10996/aris-bc-peristeri-2003-03-08,2002
12:00 AM,Panionios,Iraklis,80 - 66,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/11004/panionios-iraklis-2003-03-08,2002
12:00 AM,Panathinaikos,PAOK,101 - 83,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/10998/panathinaikos-paok-2003-03-08,2002
12:00 AM,Olympiacos,Makedonikos,85 - 87,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/11006/olympiacos-makedonikos-2003-03-08,2002
12:00 AM,AEK Athens,Near-East,96 - 76,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/11002/aek-athens-near-east-2003-03-08,2002
12:00 AM,Ionikos Lamias,Marousi,87 - 79,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/11000/ionikos-lamias-marousi-2003-03-08,2002
12:00 AM,Olympia Larissa,OFI Iraklio,78 - 73,"Saturday, March 8, 2003",https://www.proballers.com/basketball/game/11008/olympia-larissa-ofi-iraklio-2003-03-08,2002
12:00 AM,OFI Iraklio,Olympiacos,80 - 79,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11020/ofi-iraklio-olympiacos-2003-03-15,2002
12:00 AM,Peristeri,Olympia Larissa,92 - 67,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11022/peristeri-olympia-larissa-2003-03-15,2002
12:00 AM,PAOK,Aris BC,81 - 70,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11010/paok-aris-bc-2003-03-15,2002
12:00 AM,Marousi,Panathinaikos,57 - 50,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11012/marousi-panathinaikos-2003-03-15,2002
12:00 AM,Makedonikos,Panionios,70 - 73,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11018/makedonikos-panionios-2003-03-15,2002
12:00 AM,Iraklis,AEK Athens,74 - 75,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11016/iraklis-aek-athens-2003-03-15,2002
12:00 AM,Near-East,Ionikos Lamias,82 - 89,"Saturday, March 15, 2003",https://www.proballers.com/basketball/game/11014/near-east-ionikos-lamias-2003-03-15,2002
12:00 AM,Aris BC,Marousi,77 - 80,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11024/aris-bc-marousi-2003-03-22,2002
12:00 AM,OFI Iraklio,Peristeri,67 - 77,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11036/ofi-iraklio-peristeri-2003-03-22,2002
12:00 AM,Panathinaikos,Near-East,85 - 71,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11026/panathinaikos-near-east-2003-03-22,2002
12:00 AM,Olympiacos,Panionios,92 - 82,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11032/olympiacos-panionios-2003-03-22,2002
12:00 AM,AEK Athens,Makedonikos,81 - 68,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11030/aek-athens-makedonikos-2003-03-22,2002
12:00 AM,Ionikos Lamias,Iraklis,105 - 94,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11028/ionikos-lamias-iraklis-2003-03-22,2002
12:00 AM,Olympia Larissa,PAOK,86 - 75,"Saturday, March 22, 2003",https://www.proballers.com/basketball/game/11034/olympia-larissa-paok-2003-03-22,2002
12:00 AM,Panionios,AEK Athens,85 - 76,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11044/panionios-aek-athens-2003-04-12,2002
12:00 AM,Peristeri,Olympiacos,92 - 78,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11046/peristeri-olympiacos-2003-04-12,2002
12:00 AM,PAOK,OFI Iraklio,96 - 76,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11050/paok-ofi-iraklio-2003-04-12,2002
12:00 AM,Marousi,Olympia Larissa,86 - 77,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11048/marousi-olympia-larissa-2003-04-12,2002
12:00 AM,Makedonikos,Ionikos Lamias,77 - 80,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11042/makedonikos-ionikos-lamias-2003-04-12,2002
12:00 AM,Iraklis,Panathinaikos,79 - 78,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11040/iraklis-panathinaikos-2003-04-12,2002
12:00 AM,Near-East,Aris BC,79 - 66,"Saturday, April 12, 2003",https://www.proballers.com/basketball/game/11038/near-east-aris-bc-2003-04-12,2002
12:00 AM,Panionios,Peristeri,62 - 67,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13894/panionios-peristeri-2003-10-04,2003
12:00 AM,OFI Iraklio,PAOK,73 - 79,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13890/ofi-iraklio-paok-2003-10-04,2003
12:00 AM,Olympiacos,Apollon Patras,75 - 65,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13896/olympiacos-apollon-patras-2003-10-04,2003
12:00 AM,Marousi,Ilisiakos,103 - 71,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13902/marousi-ilisiakos-2003-10-04,2003
12:00 AM,AEK Athens,Aris BC,92 - 76,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13898/aek-athens-aris-bc-2003-10-04,2003
12:00 AM,Iraklis,Panathinaikos,77 - 70,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13892/iraklis-panathinaikos-2003-10-04,2003
12:00 AM,Ionikos Lamias,Makedonikos,66 - 64,"Saturday, October 4, 2003",https://www.proballers.com/basketball/game/13900/ionikos-lamias-makedonikos-2003-10-04,2003
12:00 AM,Aris BC,Olympiacos,87 - 68,"Wednesday, October 8, 2003",https://www.proballers.com/basketball/game/13910/aris-bc-olympiacos-2003-10-08,2003
12:00 AM,Panathinaikos,Ionikos Lamias,76 - 65,"Wednesday, October 8, 2003",https://www.proballers.com/basketball/game/13906/panathinaikos-ionikos-lamias-2003-10-08,2003
12:00 AM,Peristeri,OFI Iraklio,89 - 72,"Wednesday, October 8, 2003",https://www.proballers.com/basketball/game/13914/peristeri-ofi-iraklio-2003-10-08,2003
12:00 AM,PAOK,AEK Athens,78 - 74,"Wednesday, October 8, 2003",https://www.proballers.com/basketball/game/13912/paok-aek-athens-2003-10-08,2003
12:00 AM,Makedonikos,Marousi,52 - 79,"Wednesday, October 8, 2003",https://www.proballers.com/basketball/game/13904/makedonikos-marousi-2003-10-08,2003
12:00 AM,Ilisiakos,Panionios,77 - 74,"Wednesday, October 8, 2003",https://www.proballers.com/basketball/game/13916/ilisiakos-panionios-2003-10-08,2003
